comuna,ica,fecha,id
comuna 4,89,2024-06-23,2214
comuna 12,91,2024-06-25,25147
comuna 15,93,2024-07-31,10589
comuna 16,61,2024-06-23,16744
comuna 10,29,2024-06-25,9413
comuna 9,10,2024-07-31,6986
comuna 14,35,2024-07-31,17777
comuna 16,27,2024-06-23,37344
comuna 5,14,2024-07-31,46358
comuna 9,35,2024-07-31,38038
comuna 7,31,2024-01-30,23333
comuna 16,75,2024-07-31,38747
comuna 7,96,2024-06-25,21948
comuna 11,56,2024-07-31,34457
comuna 1,42,2024-01-30,16196
comuna 7,96,2024-07-31,12277
comuna 16,43,2024-06-25,30293
comuna 4,44,2024-07-31,11882
comuna 3,71,2024-01-30,29448
comuna 12,75,2024-07-31,19109
comuna 5,86,2024-07-31,21918
comuna 12,67,2024-01-30,224
comuna 8,21,2024-07-31,11844
comuna 12,63,2024-06-25,2141
comuna 13,77,2024-06-25,34234
comuna 6,55,2024-06-23,16448
comuna 13,41,2024-06-23,13658
comuna 11,63,2024-07-31,575
comuna 12,38,2024-06-25,21663
comuna 2,70,2024-01-30,1850
comuna 11,64,2024-07-31,35015
comuna 1,40,2024-01-30,528
comuna 1,91,2024-07-31,15762
comuna 7,86,2024-07-31,47100
comuna 4,62,2024-07-31,18704
comuna 4,35,2024-06-25,49712
comuna 2,81,2024-06-25,36187
comuna 4,76,2024-06-23,5692
comuna 15,74,2024-06-23,8239
comuna 1,88,2024-06-25,3828
comuna 7,32,2024-01-30,32
comuna 15,77,2024-01-30,18764
comuna 14,30,2024-06-23,33793
comuna 8,39,2024-01-30,33693
comuna 12,38,2024-06-23,44713
comuna 8,55,2024-06-23,7642
comuna 13,87,2024-07-31,4859
comuna 15,36,2024-07-31,33352
comuna 4,39,2024-06-23,22907
comuna 7,55,2024-06-25,12517
comuna 7,86,2024-06-25,40649
comuna 8,16,2024-06-23,21263
comuna 12,61,2024-06-23,25777
comuna 7,71,2024-01-30,24099
comuna 7,59,2024-06-25,3187
comuna 16,16,2024-07-31,40938
comuna 8,26,2024-01-30,43640
comuna 11,35,2024-01-30,41600
comuna 16,97,2024-07-31,1077
comuna 7,88,2024-06-25,32051
comuna 2,75,2024-06-23,36773
comuna 14,77,2024-06-23,15339
comuna 9,27,2024-01-30,17026
comuna 3,40,2024-06-25,46894
comuna 5,60,2024-06-23,31423
comuna 5,20,2024-06-25,15115
comuna 2,24,2024-06-23,35743
comuna 12,76,2024-06-25,8347
comuna 16,21,2024-01-30,40222
comuna 4,71,2024-06-23,43035
comuna 6,49,2024-06-25,26856
comuna 10,25,2024-01-30,12614
comuna 5,75,2024-01-30,47543
comuna 8,78,2024-06-23,4981
comuna 5,27,2024-01-30,5924
comuna 9,21,2024-01-30,34570
comuna 1,18,2024-06-25,16585
comuna 8,47,2024-06-23,23688
comuna 16,50,2024-06-25,5743
comuna 15,18,2024-06-25,38248
comuna 7,34,2024-07-31,3771
comuna 15,66,2024-01-30,17486
comuna 11,34,2024-01-30,32851
comuna 6,95,2024-01-30,30640
comuna 9,76,2024-06-23,21290
comuna 1,55,2024-06-25,12106
comuna 2,27,2024-06-25,32748
comuna 15,72,2024-07-31,3947
comuna 3,24,2024-07-31,31675
comuna 10,97,2024-07-31,45151
comuna 13,72,2024-06-25,16403
comuna 9,72,2024-06-25,17948
comuna 6,65,2024-06-23,39174
comuna 9,31,2024-07-31,34654
comuna 13,74,2024-07-31,20117
comuna 10,72,2024-06-25,13251
comuna 14,14,2024-01-30,8381
comuna 8,64,2024-07-31,10345
comuna 4,84,2024-01-30,15533
comuna 9,78,2024-01-30,41859
comuna 8,14,2024-06-25,27699
comuna 14,20,2024-06-25,28283
comuna 8,13,2024-01-30,30640
comuna 8,20,2024-01-30,28911
comuna 2,91,2024-07-31,29072
comuna 16,18,2024-06-23,6211
comuna 9,71,2024-01-30,4806
comuna 9,12,2024-06-23,43936
comuna 16,60,2024-06-23,38488
comuna 1,43,2024-01-30,36902
comuna 1,14,2024-01-30,31453
comuna 6,13,2024-07-31,43504
comuna 10,53,2024-01-30,7204
comuna 12,19,2024-07-31,12845
comuna 12,43,2024-01-30,41387
comuna 6,40,2024-06-23,3027
comuna 15,25,2024-07-31,47131
comuna 13,50,2024-07-31,33638
comuna 14,57,2024-06-25,5384
comuna 14,37,2024-06-25,22383
comuna 8,10,2024-06-23,25197
comuna 15,74,2024-07-31,7735
comuna 3,39,2024-06-25,11167
comuna 4,44,2024-06-23,13826
comuna 2,71,2024-06-23,17898
comuna 9,47,2024-07-31,41081
comuna 12,94,2024-06-23,11534
comuna 3,35,2024-07-31,14820
comuna 7,65,2024-06-25,17278
comuna 13,68,2024-06-25,15719
comuna 11,37,2024-06-23,27450
comuna 9,97,2024-01-30,33838
comuna 16,93,2024-07-31,1759
comuna 6,60,2024-07-31,31363
comuna 16,43,2024-01-30,3747
comuna 14,71,2024-06-25,19237
comuna 6,99,2024-01-30,17465
comuna 9,43,2024-06-23,36633
comuna 6,100,2024-01-30,35800
comuna 1,25,2024-06-25,24060
comuna 4,18,2024-06-23,13229
comuna 13,29,2024-01-30,28928
comuna 2,38,2024-06-25,889
comuna 7,77,2024-01-30,13412
comuna 10,34,2024-06-23,32566
comuna 14,35,2024-07-31,9839
comuna 12,40,2024-06-23,27530
comuna 5,83,2024-06-23,229
comuna 16,42,2024-06-25,4409
comuna 13,95,2024-06-23,31209
comuna 3,24,2024-06-25,15294
comuna 13,56,2024-06-23,45154
comuna 6,82,2024-01-30,21072
comuna 10,14,2024-01-30,38587
comuna 13,11,2024-07-31,7296
comuna 13,14,2024-06-25,3955
comuna 11,89,2024-06-25,37414
comuna 15,15,2024-07-31,1544
comuna 7,17,2024-07-31,13338
comuna 3,95,2024-06-23,11887
comuna 3,89,2024-07-31,12609
comuna 1,47,2024-06-25,42297
comuna 3,26,2024-07-31,37523
comuna 9,37,2024-01-30,8054
comuna 11,88,2024-06-23,35262
comuna 7,77,2024-01-30,28613
comuna 13,44,2024-07-31,34033
comuna 11,77,2024-07-31,26543
comuna 6,16,2024-06-23,48574
comuna 12,100,2024-06-23,19492
comuna 3,17,2024-01-30,3527
comuna 9,15,2024-07-31,46891
comuna 8,14,2024-07-31,11131
comuna 9,70,2024-06-23,2608
comuna 2,80,2024-06-23,44454
comuna 12,59,2024-01-30,3280
comuna 1,50,2024-06-23,20763
comuna 1,51,2024-07-31,45649
comuna 3,24,2024-06-23,28233
comuna 16,86,2024-07-31,36846
comuna 1,74,2024-06-25,2031
comuna 5,81,2024-06-23,13026
comuna 10,40,2024-07-31,19293
comuna 10,15,2024-06-25,32166
comuna 7,69,2024-07-31,9620
comuna 2,72,2024-07-31,27193
comuna 12,39,2024-01-30,4435
comuna 15,53,2024-06-23,41519
comuna 14,26,2024-06-23,18167
comuna 3,22,2024-07-31,25191
comuna 5,93,2024-06-25,34704
comuna 8,76,2024-06-25,6282
comuna 4,68,2024-01-30,18298
comuna 4,21,2024-06-23,44877
comuna 10,37,2024-01-30,38952
comuna 10,51,2024-07-31,26677
comuna 16,91,2024-06-23,12242
comuna 12,94,2024-01-30,36022
comuna 4,78,2024-01-30,41643
comuna 13,99,2024-07-31,40958
comuna 15,10,2024-06-25,41467
comuna 13,41,2024-06-25,42425
comuna 16,89,2024-06-25,22593
comuna 11,43,2024-06-25,37346
comuna 15,56,2024-06-25,36083
comuna 16,31,2024-07-31,28650
comuna 7,70,2024-06-25,39133
comuna 8,67,2024-06-25,9538
comuna 15,21,2024-06-23,9756
comuna 11,69,2024-07-31,36043
comuna 12,29,2024-06-23,44037
comuna 10,82,2024-07-31,22249
comuna 15,46,2024-01-30,39986
comuna 12,99,2024-07-31,44449
comuna 10,78,2024-06-23,47215
comuna 11,96,2024-07-31,42278
comuna 15,81,2024-01-30,23028
comuna 15,16,2024-07-31,14680
comuna 2,10,2024-06-25,6349
comuna 12,55,2024-07-31,35621
comuna 10,47,2024-06-23,32401
comuna 14,13,2024-01-30,17812
comuna 4,60,2024-01-30,17070
comuna 14,17,2024-07-31,4740
comuna 8,91,2024-07-31,49517
comuna 1,15,2024-07-31,22853
comuna 1,13,2024-01-30,34422
comuna 13,98,2024-07-31,22109
comuna 13,60,2024-07-31,46259
comuna 16,14,2024-07-31,40008
comuna 6,33,2024-06-25,35978
comuna 2,74,2024-07-31,32793
comuna 3,92,2024-06-25,5217
comuna 9,75,2024-01-30,44620
comuna 11,57,2024-01-30,19025
comuna 14,53,2024-07-31,14495
comuna 3,21,2024-01-30,46069
comuna 15,45,2024-06-25,27847
comuna 5,55,2024-07-31,3621
comuna 8,52,2024-01-30,46213
comuna 10,52,2024-06-23,49038
comuna 1,91,2024-07-31,41240
comuna 7,34,2024-06-25,44997
comuna 8,70,2024-01-30,42034
comuna 14,97,2024-06-25,24484
comuna 7,48,2024-06-25,5799
comuna 14,93,2024-07-31,5435
comuna 3,46,2024-07-31,13167
comuna 6,38,2024-06-23,46830
comuna 9,15,2024-06-23,48511
comuna 6,100,2024-01-30,6760
comuna 11,15,2024-06-23,45569
comuna 12,67,2024-06-25,5209
comuna 7,52,2024-06-23,1651
comuna 6,57,2024-06-25,22356
comuna 9,57,2024-06-23,38441
comuna 9,12,2024-01-30,20664
comuna 16,88,2024-06-25,46566
comuna 16,42,2024-06-23,26317
comuna 13,43,2024-01-30,2973
comuna 16,13,2024-06-25,43408
comuna 13,45,2024-01-30,39810
comuna 13,70,2024-07-31,56
comuna 2,100,2024-06-23,20781
comuna 3,94,2024-01-30,13334
comuna 3,37,2024-06-23,27488
comuna 3,68,2024-07-31,173
comuna 15,45,2024-01-30,10682
comuna 14,95,2024-06-23,12090
comuna 14,64,2024-06-23,41210
comuna 7,45,2024-06-25,10007
comuna 8,98,2024-07-31,35128
comuna 11,14,2024-01-30,20810
comuna 9,65,2024-06-23,39775
comuna 2,10,2024-01-30,47923
comuna 6,72,2024-06-25,3902
comuna 14,18,2024-07-31,34158
comuna 10,31,2024-01-30,45572
comuna 1,32,2024-06-25,49902
comuna 10,30,2024-06-25,19105
comuna 7,38,2024-06-25,38361
comuna 9,59,2024-01-30,32779
comuna 10,72,2024-07-31,47580
comuna 13,25,2024-07-31,21441
comuna 6,77,2024-01-30,42625
comuna 3,13,2024-06-25,21944
comuna 16,74,2024-06-23,7655
comuna 7,57,2024-01-30,5687
comuna 7,43,2024-01-30,24209
comuna 11,79,2024-07-31,42389
comuna 15,10,2024-07-31,43697
comuna 7,13,2024-01-30,25837
comuna 4,15,2024-01-30,48405
comuna 3,36,2024-06-23,46159
comuna 1,55,2024-06-23,37649
comuna 4,14,2024-06-23,14592
comuna 6,98,2024-07-31,29194
comuna 4,28,2024-06-23,21876
comuna 13,49,2024-01-30,36866
comuna 16,22,2024-07-31,20311
comuna 16,33,2024-06-23,34382
comuna 8,27,2024-07-31,16807
comuna 7,95,2024-07-31,48407
comuna 1,33,2024-01-30,30403
comuna 7,22,2024-07-31,49654
comuna 14,34,2024-07-31,38116
comuna 6,95,2024-06-25,8370
comuna 14,97,2024-06-23,32221
comuna 4,21,2024-06-25,32284
comuna 5,38,2024-06-25,16957
comuna 12,79,2024-01-30,36362
comuna 3,67,2024-06-25,2515
comuna 6,89,2024-01-30,12335
comuna 7,66,2024-01-30,3557
comuna 13,80,2024-06-23,37509
comuna 16,18,2024-06-25,30168
comuna 2,24,2024-07-31,5157
comuna 16,45,2024-07-31,17864
comuna 6,10,2024-01-30,5781
comuna 2,17,2024-01-30,20703
comuna 16,52,2024-01-30,2106
comuna 3,75,2024-01-30,28863
comuna 4,81,2024-07-31,1221
comuna 3,26,2024-06-25,6120
comuna 13,71,2024-01-30,18348
comuna 12,80,2024-01-30,13712
comuna 1,27,2024-06-25,3101
comuna 12,54,2024-06-23,47409
comuna 1,12,2024-07-31,33353
comuna 12,86,2024-01-30,13443
comuna 2,99,2024-06-23,34881
comuna 10,11,2024-07-31,17063
comuna 9,74,2024-07-31,8581
comuna 14,10,2024-07-31,2479
comuna 14,22,2024-01-30,24829
comuna 10,73,2024-01-30,18714
comuna 1,56,2024-07-31,34486
comuna 11,35,2024-07-31,27112
comuna 4,68,2024-01-30,37492
comuna 2,58,2024-01-30,25100
comuna 12,65,2024-06-23,8473
comuna 14,25,2024-07-31,7793
comuna 7,80,2024-01-30,12448
comuna 16,68,2024-01-30,36455
comuna 16,93,2024-06-23,21238
comuna 14,94,2024-01-30,25844
comuna 15,45,2024-01-30,13271
comuna 16,24,2024-06-23,21374
comuna 8,20,2024-07-31,16599
comuna 13,64,2024-06-25,1260
comuna 4,10,2024-07-31,42074
comuna 15,63,2024-01-30,37761
comuna 6,50,2024-06-23,49082
comuna 15,88,2024-01-30,9057
comuna 12,91,2024-06-23,45312
comuna 12,77,2024-01-30,39201
comuna 12,49,2024-07-31,17495
comuna 11,89,2024-07-31,16207
comuna 9,61,2024-06-25,34052
comuna 2,95,2024-07-31,9431
comuna 2,81,2024-01-30,23597
comuna 3,30,2024-01-30,44560
comuna 12,75,2024-07-31,23654
comuna 11,12,2024-06-23,30576
comuna 2,71,2024-06-25,16168
comuna 1,18,2024-06-25,39095
comuna 2,24,2024-06-23,40578
comuna 13,50,2024-06-25,48326
comuna 3,72,2024-06-25,16983
comuna 16,94,2024-01-30,6570
comuna 8,86,2024-06-25,9956
comuna 1,71,2024-06-23,4734
comuna 5,30,2024-07-31,13968
comuna 15,30,2024-06-23,12663
comuna 2,92,2024-06-23,3932
comuna 2,71,2024-06-25,32878
comuna 16,36,2024-01-30,35137
comuna 15,85,2024-01-30,39164
comuna 7,59,2024-07-31,29171
comuna 10,32,2024-01-30,8573
comuna 5,11,2024-01-30,36317
comuna 7,53,2024-06-25,49021
comuna 9,73,2024-07-31,5036
comuna 8,49,2024-06-25,22203
comuna 5,38,2024-01-30,35384
comuna 8,79,2024-06-23,16809
comuna 5,11,2024-07-31,4680
comuna 9,40,2024-06-23,21516
comuna 9,45,2024-01-30,7611
comuna 12,19,2024-06-23,29119
comuna 14,12,2024-06-25,31221
comuna 3,92,2024-07-31,23479
comuna 13,74,2024-07-31,21155
comuna 6,30,2024-07-31,48028
comuna 10,30,2024-06-23,26637
comuna 16,98,2024-07-31,5306
comuna 1,77,2024-06-23,25947
comuna 7,33,2024-06-23,15844
comuna 1,38,2024-01-30,12455
comuna 15,89,2024-01-30,21609
comuna 7,81,2024-07-31,17364
comuna 10,11,2024-06-23,11915
comuna 7,87,2024-07-31,45846
comuna 14,28,2024-06-23,20525
comuna 8,48,2024-07-31,31565
comuna 3,32,2024-06-25,38486
comuna 5,82,2024-01-30,21901
comuna 2,30,2024-06-25,42946
comuna 5,48,2024-07-31,46037
comuna 16,30,2024-06-25,33271
comuna 4,46,2024-01-30,15666
comuna 8,89,2024-06-25,14863
comuna 10,21,2024-06-25,37694
comuna 16,45,2024-07-31,44211
comuna 16,65,2024-07-31,22420
comuna 16,68,2024-06-23,3493
comuna 7,92,2024-01-30,25360
comuna 3,11,2024-01-30,49402
comuna 12,74,2024-07-31,41435
comuna 2,30,2024-06-25,15033
comuna 15,31,2024-01-30,5234
comuna 7,73,2024-07-31,16997
comuna 14,39,2024-06-23,24098
comuna 7,78,2024-06-25,42400
comuna 15,87,2024-07-31,44733
comuna 4,57,2024-06-23,48738
comuna 16,81,2024-07-31,1620
comuna 2,40,2024-06-25,24874
comuna 7,26,2024-06-23,38546
comuna 11,42,2024-06-23,4347
comuna 14,61,2024-06-25,38597
comuna 10,36,2024-06-23,844
comuna 12,52,2024-06-23,45765
comuna 11,26,2024-06-23,28601
comuna 10,43,2024-06-23,34072
comuna 9,42,2024-06-25,40966
comuna 3,35,2024-06-23,48121
comuna 11,22,2024-06-23,8380
comuna 3,23,2024-06-25,42030
comuna 13,29,2024-07-31,49147
comuna 9,18,2024-07-31,29523
comuna 13,19,2024-06-25,14782
comuna 5,22,2024-07-31,29592
comuna 12,48,2024-06-23,45838
comuna 16,41,2024-06-23,47798
comuna 9,53,2024-06-23,17032
comuna 6,95,2024-06-25,2405
comuna 15,68,2024-06-25,42097
comuna 16,12,2024-06-25,21629
comuna 11,47,2024-01-30,10082
comuna 10,60,2024-06-25,20917
comuna 13,16,2024-01-30,26875
comuna 5,48,2024-01-30,4155
comuna 12,16,2024-01-30,35067
comuna 2,25,2024-01-30,7169
comuna 9,94,2024-06-23,45860
comuna 7,63,2024-07-31,46294
comuna 10,18,2024-07-31,4537
comuna 2,29,2024-01-30,27423
comuna 2,48,2024-06-23,7081
comuna 5,87,2024-06-25,45859
comuna 7,27,2024-06-25,11932
comuna 7,97,2024-07-31,22683
comuna 15,13,2024-07-31,35576
comuna 8,28,2024-06-23,29506
comuna 13,97,2024-06-23,4608
comuna 9,15,2024-06-25,1162
comuna 3,53,2024-06-23,6812
comuna 12,11,2024-06-25,38927
comuna 3,65,2024-07-31,9415
comuna 2,55,2024-07-31,1136
comuna 3,24,2024-07-31,42285
comuna 4,53,2024-06-25,27645
comuna 16,87,2024-07-31,6413
comuna 14,54,2024-06-23,19240
comuna 13,91,2024-06-23,3340
comuna 16,78,2024-01-30,26375
comuna 7,23,2024-06-25,15540
comuna 11,40,2024-06-23,48530
comuna 3,94,2024-06-23,35979
comuna 1,14,2024-06-25,25810
comuna 8,89,2024-06-23,6801
comuna 8,97,2024-06-25,30292
comuna 6,87,2024-06-23,36089
comuna 14,20,2024-06-25,3744
comuna 13,46,2024-01-30,30460
comuna 12,27,2024-07-31,2491
comuna 5,66,2024-06-25,48152
comuna 15,94,2024-06-25,4720
comuna 14,88,2024-07-31,15115
comuna 2,38,2024-06-23,24286
comuna 6,30,2024-06-23,44493
comuna 1,67,2024-06-23,2009
comuna 7,96,2024-06-23,20119
comuna 15,42,2024-06-23,3820
comuna 3,96,2024-06-25,33875
comuna 1,58,2024-06-25,29644
comuna 16,50,2024-01-30,27659
comuna 14,19,2024-06-23,38606
comuna 16,19,2024-06-23,16413
comuna 9,95,2024-01-30,34249
comuna 2,100,2024-06-25,42485
comuna 2,43,2024-06-25,1828
comuna 7,82,2024-06-23,3564
comuna 12,20,2024-06-23,48390
comuna 11,46,2024-06-25,1159
comuna 3,64,2024-06-23,6243
comuna 3,59,2024-07-31,17246
comuna 6,26,2024-06-25,29761
comuna 8,52,2024-07-31,42395
comuna 2,30,2024-01-30,15970
comuna 10,23,2024-06-23,5048
comuna 9,35,2024-01-30,39889
comuna 8,76,2024-06-25,21454
comuna 10,37,2024-06-25,44490
comuna 7,75,2024-06-25,10686
comuna 13,25,2024-07-31,45529
comuna 3,21,2024-06-25,49919
comuna 6,69,2024-07-31,5282
comuna 8,20,2024-07-31,20573
comuna 13,11,2024-07-31,41260
comuna 6,72,2024-01-30,20103
comuna 4,51,2024-06-23,36214
comuna 11,47,2024-06-25,31540
comuna 5,24,2024-06-25,23422
comuna 12,25,2024-07-31,9209
comuna 7,87,2024-07-31,35969
comuna 12,65,2024-06-25,29604
comuna 16,66,2024-06-23,22607
comuna 14,77,2024-06-25,38549
comuna 4,57,2024-06-23,32425
comuna 16,86,2024-06-25,49212
comuna 12,12,2024-01-30,28280
comuna 15,27,2024-06-25,5730
comuna 5,60,2024-06-23,44836
comuna 8,92,2024-06-25,10723
comuna 11,89,2024-06-23,32345
comuna 14,56,2024-01-30,36792
comuna 5,41,2024-01-30,8835
comuna 4,44,2024-07-31,33517
comuna 16,39,2024-06-23,10302
comuna 12,96,2024-01-30,37057
comuna 3,55,2024-06-25,17036
comuna 10,62,2024-06-25,1449
comuna 12,41,2024-01-30,34858
comuna 11,85,2024-01-30,49204
comuna 5,36,2024-01-30,15787
comuna 12,90,2024-06-23,22744
comuna 15,27,2024-06-25,9391
comuna 13,69,2024-01-30,3987
comuna 12,50,2024-07-31,17981
comuna 12,64,2024-07-31,26524
comuna 13,65,2024-06-23,3570
comuna 1,33,2024-06-23,13435
comuna 7,78,2024-07-31,28584
comuna 2,64,2024-01-30,37130
comuna 7,68,2024-07-31,11952
comuna 3,31,2024-06-25,15256
comuna 2,31,2024-06-23,23992
comuna 11,17,2024-01-30,7917
comuna 14,74,2024-06-25,36632
comuna 10,83,2024-06-25,49573
comuna 11,93,2024-06-23,16974
comuna 12,26,2024-01-30,42403
comuna 3,11,2024-01-30,17447
comuna 1,69,2024-01-30,1701
comuna 6,92,2024-01-30,26444
comuna 6,58,2024-01-30,34084
comuna 5,15,2024-06-25,34151
comuna 9,17,2024-07-31,1542
comuna 3,83,2024-06-23,47864
comuna 5,20,2024-07-31,10853
comuna 5,96,2024-01-30,38633
comuna 4,47,2024-01-30,7454
comuna 11,46,2024-01-30,28629
comuna 15,10,2024-01-30,42221
comuna 15,20,2024-06-25,19791
comuna 14,15,2024-01-30,41618
comuna 14,62,2024-06-25,2257
comuna 3,54,2024-07-31,10892
comuna 9,26,2024-06-25,2274
comuna 8,51,2024-06-25,33185
comuna 13,73,2024-07-31,45615
comuna 3,45,2024-07-31,18693
comuna 15,66,2024-06-25,5681
comuna 3,22,2024-06-23,10126
comuna 5,75,2024-06-23,44185
comuna 14,29,2024-07-31,1901
comuna 8,37,2024-06-23,6575
comuna 1,56,2024-06-25,45022
comuna 14,33,2024-06-25,4797
comuna 15,28,2024-01-30,2671
comuna 13,49,2024-06-25,42587
comuna 5,15,2024-06-25,45398
comuna 2,40,2024-07-31,39389
comuna 16,42,2024-06-23,35401
comuna 16,31,2024-07-31,19893
comuna 9,27,2024-06-25,10109
comuna 8,21,2024-01-30,49778
comuna 15,42,2024-01-30,2910
comuna 15,46,2024-07-31,400
comuna 16,16,2024-06-25,34142
comuna 13,31,2024-01-30,36288
comuna 10,82,2024-01-30,17491
comuna 5,77,2024-01-30,39497
comuna 1,21,2024-06-25,45130
comuna 13,82,2024-01-30,14142
comuna 1,56,2024-07-31,33127
comuna 11,23,2024-07-31,3001
comuna 15,69,2024-06-23,23249
comuna 4,61,2024-01-30,31829
comuna 14,36,2024-01-30,47389
comuna 6,71,2024-06-25,25433
comuna 9,64,2024-07-31,37275
comuna 7,93,2024-01-30,28814
comuna 3,17,2024-07-31,7456
comuna 2,64,2024-06-23,28109
comuna 9,41,2024-06-25,17405
comuna 13,87,2024-07-31,43776
comuna 8,48,2024-01-30,3895
comuna 5,14,2024-06-25,17012
comuna 16,91,2024-06-23,27000
comuna 5,33,2024-01-30,45747
comuna 15,75,2024-06-25,9128
comuna 2,39,2024-07-31,26388
comuna 16,37,2024-06-23,7606
comuna 13,16,2024-06-25,24246
comuna 14,69,2024-06-25,44751
comuna 3,74,2024-06-23,14705
comuna 10,99,2024-01-30,46108
comuna 2,70,2024-07-31,7687
comuna 10,83,2024-06-23,934
comuna 6,81,2024-06-25,7540
comuna 5,61,2024-06-25,18076
comuna 14,93,2024-07-31,9152
comuna 12,31,2024-01-30,31910
comuna 5,39,2024-06-25,8192
comuna 13,23,2024-06-25,35451
comuna 11,55,2024-01-30,7468
comuna 7,61,2024-07-31,44300
comuna 14,28,2024-01-30,27585
comuna 4,31,2024-06-23,2472
comuna 5,69,2024-01-30,48458
comuna 5,64,2024-01-30,16337
comuna 6,75,2024-01-30,28742
comuna 11,60,2024-06-25,5564
comuna 3,48,2024-06-25,11382
comuna 8,84,2024-06-25,6472
comuna 4,64,2024-06-25,15990
comuna 4,11,2024-07-31,40141
comuna 14,86,2024-06-25,15495
comuna 15,93,2024-06-23,42817
comuna 6,84,2024-07-31,32232
comuna 6,14,2024-01-30,369
comuna 3,90,2024-06-25,38153
comuna 8,71,2024-06-23,108
comuna 1,78,2024-06-23,10726
comuna 11,78,2024-06-25,21242
comuna 14,85,2024-06-23,1892
comuna 5,20,2024-06-23,23850
comuna 4,61,2024-06-23,2213
comuna 6,69,2024-06-25,36750
comuna 13,47,2024-06-25,11828
comuna 16,23,2024-06-25,23448
comuna 9,38,2024-01-30,23615
comuna 5,86,2024-01-30,42343
comuna 1,74,2024-07-31,13373
comuna 8,91,2024-07-31,24665
comuna 1,69,2024-01-30,47592
comuna 7,78,2024-07-31,5402
comuna 9,95,2024-07-31,43041
comuna 15,15,2024-01-30,42523
comuna 10,13,2024-06-25,15619
comuna 3,65,2024-06-25,7358
comuna 5,69,2024-06-23,11450
comuna 7,96,2024-07-31,40881
comuna 5,79,2024-07-31,11100
comuna 8,56,2024-01-30,1989
comuna 7,22,2024-01-30,28688
comuna 10,60,2024-01-30,32657
comuna 14,91,2024-01-30,48853
comuna 8,30,2024-01-30,41209
comuna 10,63,2024-06-25,5946
comuna 11,71,2024-07-31,26368
comuna 15,92,2024-01-30,38316
comuna 2,91,2024-01-30,33850
comuna 11,70,2024-06-25,23041
comuna 13,27,2024-06-23,26255
comuna 14,10,2024-06-23,26451
comuna 16,75,2024-07-31,5373
comuna 2,10,2024-01-30,48435
comuna 13,11,2024-06-25,6481
comuna 14,11,2024-01-30,232
comuna 5,11,2024-01-30,22211
comuna 10,21,2024-07-31,43139
comuna 16,11,2024-01-30,30932
comuna 15,34,2024-07-31,41202
comuna 15,53,2024-06-25,19930
comuna 9,88,2024-06-25,13109
comuna 13,27,2024-07-31,42698
comuna 12,87,2024-07-31,14337
comuna 10,86,2024-01-30,21820
comuna 6,50,2024-06-25,19314
comuna 15,28,2024-01-30,15605
comuna 12,31,2024-07-31,48686
comuna 13,17,2024-07-31,42690
comuna 7,33,2024-01-30,22441
comuna 5,14,2024-06-23,11475
comuna 15,82,2024-01-30,37137
comuna 13,39,2024-07-31,21723
comuna 10,99,2024-07-31,19237
comuna 10,93,2024-07-31,26206
comuna 15,95,2024-01-30,49825
comuna 16,43,2024-01-30,18182
comuna 12,32,2024-07-31,26794
comuna 13,23,2024-01-30,24838
comuna 11,81,2024-01-30,26352
comuna 10,90,2024-07-31,681
comuna 4,21,2024-01-30,3954
comuna 11,13,2024-07-31,22278
comuna 7,18,2024-06-23,15070
comuna 4,63,2024-06-23,48215
comuna 14,19,2024-01-30,12837
comuna 16,62,2024-06-23,30823
comuna 1,78,2024-06-23,49659
comuna 15,68,2024-06-25,36340
comuna 4,65,2024-06-23,45605
comuna 16,15,2024-01-30,32959
comuna 11,16,2024-01-30,39119
comuna 9,54,2024-07-31,46150
comuna 14,10,2024-01-30,42460
comuna 6,76,2024-01-30,23376
comuna 16,84,2024-07-31,41781
comuna 3,56,2024-07-31,13318
comuna 14,71,2024-06-23,25354
comuna 7,71,2024-06-23,10018
comuna 3,34,2024-06-23,8077
comuna 13,47,2024-06-23,26941
comuna 4,45,2024-06-25,9598
comuna 6,46,2024-01-30,34266
comuna 15,83,2024-01-30,34651
comuna 3,81,2024-06-23,38321
comuna 6,91,2024-01-30,41954
comuna 13,48,2024-01-30,17751
comuna 7,26,2024-07-31,3499
comuna 13,63,2024-01-30,3267
comuna 12,72,2024-06-23,22089
comuna 15,78,2024-01-30,42813
comuna 8,19,2024-06-25,5541
comuna 9,62,2024-06-23,15963
comuna 6,84,2024-06-23,7099
comuna 6,88,2024-01-30,9616
comuna 2,67,2024-06-25,21936
comuna 3,79,2024-01-30,28636
comuna 3,92,2024-07-31,36344
comuna 5,92,2024-01-30,5305
comuna 13,89,2024-01-30,1352
comuna 1,49,2024-06-25,37016
comuna 8,41,2024-06-23,15646
comuna 11,22,2024-06-23,33129
comuna 2,28,2024-07-31,33768
comuna 11,76,2024-06-25,8622
comuna 11,55,2024-07-31,21006
comuna 1,30,2024-06-25,26509
comuna 11,41,2024-06-23,7665
comuna 15,66,2024-01-30,10596
comuna 14,80,2024-07-31,36509
comuna 9,100,2024-06-25,48315
comuna 8,44,2024-01-30,47199
comuna 5,65,2024-07-31,14903
comuna 1,11,2024-06-25,39334
comuna 8,42,2024-01-30,5398
comuna 1,58,2024-01-30,45572
comuna 10,59,2024-07-31,30106
comuna 7,79,2024-06-25,5870
comuna 5,37,2024-01-30,1231
comuna 7,54,2024-06-25,6853
